review,rating
খাবার নিঃসন্দেহে অসাধারণ এবং ভালো হয়েছে ধন্যবাদ শামীম,5.0
খাবার নিঃসন্দেহে মজা ছিল কিন্তু তা একজনের জন্য মোটেও যথেষ্ট নয়,3.0
খাবার নিয়ে কমপ্লেইন নেই কিন্তু প্রায় দুই ঘণ্টা লাগছে ডেলিভারি দিতে আপনারা না পারলে অর্ডারটা ক্যান্সেল করে দিতেন! কী ভাবেন? আমাদের সময়ের দাম নেই?,2.0
খাবার পরিমাণে ঠিকই ছিল টেস্টটা আরও ভালো করার পরামর্শ রইল,3.0
খাবার পরিমাণে ভালো সঠিক থাকতে হবেএটা অন্য সময় ও ধরে রাখতে হবে,5.0
খাবার পরিমানে কম ছিল ফাস্ট ডেলিভারি ছিল,3.0
খাবার পরিমানে কম ছিলো অনেক,1.0
খাবার পরিষ্কার পরিচ্ছন্ন ছিলো নাচিকেনের ব্রেস্ট পিসে একটা বিশাল চুল ছিলএসব দেখলে খাবারের রুচি থাকে পরিষ্কার পরিচ্ছন্না তা বজায় রাখা উচিত টাকা দিয়ে কিনে এসব খাওয়া যায় না,2.0
খাবার পরীমানে কম ছিল আর ঠান্ডা ছিল,1.0
খাবার পাই নাই এখনো সেই কাল রাত ১২১ মিনিটে অর্ডার করছি,1.0
খাবার পাই নাই তার আবার স্বাদ বুঝবো কেমনে?? খাবার আমার কাছে আসেনি,1.0
খাবার পার্সেল খুব সুন্দর ছিল কিন্তু খাবার কোয়ালিটি অত ভাল ছিল না,2.0
খাবার পুরাই বাসি ও পঁচা ছিলো গ্রিল অর্ডার করেছিলামতেলাপোকার গন্ধ আগেরদিনের বাসি খাবার দিয়ে দিছে নষ্ট খাবার দিয়ে পরে sorry বলে লাভ কি ভাই?? প্যাকেট করার সময় নাকে গন্ধ লাগে না আপনাদের?,1.0
খাবার পুরাতন fresh নায,1.0
খাবার পুরোপুরি বাজে অস্বাস্থ্যকর,1.0
খাবার পেকিং করাটা একদম খারাপ ছিলো খাবারের টেস্ট ঠিক আছে কিন্তু অতিরিক্ত তেল দেওয়া ছিল খাবার এ সেটা আমার ভালো লাগেনি,1.0
খাবার পেয়েছি প্রায় ১ ঘন্টা পরে৷ গ্রিল ও পরোটা গতবারের ন্যায়ই ভাল ছিল৷ ভাতের সাথে পাতলা ডালের বদলে দিয়েছে বুটের ডাল৷ ১৩০ টাকা মূল্যের মাংসও হতাশ করেছে! কলিজার সাইজ ৪ টুকরো মাংস তার মধ্যে এক টুকরো হাঁড়,3.0
খাবার পৌছায় নাই ডেলিভারি বয় বিকাশ পেমেন্ট করেছিলাম শুধু শুধু টাকা নষ্ট হলো টাকা ব্যাক ও দেয় নাই উল্টা ফোন দিয়ে বলে যেন কমপ্লেইন না করি ফালতু ব্যাবস্থা,1.0
খাবার প্রচুর অয়েলি ছিলো টেস্ট মোটামোটি,3.0
খাবার প্রচুর বাজে ঠান্ডা ছিলো মনে হচ্ছিলো ফ্রিজ দিয়া নামায়া দিছে কাচ্চির সাথে সালাদ ও নাই মাটন এর কথা তো বাদ ই দিলাম পুরাই বড়ফ আর চর্বি ছিলো,1.0
খাবার ফ্রেশ এবং টেস্ট ভালোই ছিল তবে বার্গারে চিকেনের পরিমাণ কম পেয়েছি বাকি সব ঠিকঠাক ট্রাই করতে পারেন,4.0
খাবার ফ্রেশ ছিল না চাপ কুচি করে দেয় নি এবং এর আগেও যতবার অর্ডার করেছি সেগুলা ভাল ছিল না,1.0
খাবার ফ্রেশ ছিলো কিনতু টাকাতে পরিমাণ খুব কম ছিল টেস্ট mymensingh এর থেকে আসা করা বোকামি কিনতু মোটামুটি ভালো ছিল,2.0
খাবার ফ্রেশ ছিলো তবে কোয়ালিটি আরেকটু ভালো হতে পারতো,4.0
খাবার ফ্রেশ ছিলো ভালো লেগেছে!,5.0
খাবার বক্সের এক পাশ দিয়ে খাওয়া ছিলআমার কাছে ছবিও আছে,1.0
খাবার বরাবরই ভালো কিন্তু চাওমিন বা পাস্তা জাতীয় খাবারের সাথে চামচ দেয়া উচিত কেউ বাইরে থেকে অর্ডার দিলে খাবার খাওয়া তার জন্য কষ্টকর,4.0
খাবার বাজে ছিল চাল ভালো ভাবে সিদ্ধ হয় নাই আমি এটা কাউকে সাজেস্ট করবো না,2.0
খাবার বাজে ছিলো,1.0
খাবার বানাতেই তাদের ১ ঘন্টার উপরে লেগেছে এত স্লো হলে কিভাবে হয় রাইডারও একসাথে দুই অর্ডার ডেলিভারি করেছে তাই আরো দেরি হয়েছে মেহমান চলে গিয়েছে খাবার আসতে আসতে,1.0
খাবার বালু বালু,1.0
খাবার বাসি গন্ধ ছিল বাজে খাবারটাকা নষ্ট,1.0
খাবার বাসি ছিল ডাল টকে গিয়েছিলবাজে,1.0
খাবার বাসি ছিল ফালতু হোটেল কেও নিয়েন না বার অর্ডার করছি বার ঠকচি ফেলে দেওয়া লাগছে মানুষ এত খারাপ হয় কেমনে??,1.0
খাবার বাসি ছিল বিশেষ করে খিচুরি থেকে বাজে গন্ধ আসছিলো,1.0
খাবার বাসি ছিলো,1.0
খাবার বিফ তেহারী খুবই ফালতু প্যাকিজিং ত আরও খারাপ,1.0
খাবার বেশ ভাল ছিল কিন্তু আমার পায়েশ দুটো ছিল অর্ডারে কার্ড পেমেন্ট করেছি সেজন্য একটা চুরি করে ফেলছে তা না হলে খাবারের মান বেশ ভালো তাই বলছি সকলেই কার্ডে পেমেন্ট করা থেকে বিরত থাকবেন,3.0
খাবার বেশ ভাল ছিল তবে একটু লবন কম ছিল,3.0
খাবার বেশ ভালো ছিল কিন্তু প্যাকেজিং হতাশাজনক আরো ভালো প্যাকেজিং করা উচিত ছিল,3.0
খাবার বেশ ভালো ছিলো !,5.0
খাবার বোধয় ফুডপান্ডায় এক রকম দেয় আর সরাসরি অন্য রকম সেল করে,1.0
খাবার ভাল আলহামদুলিল্লাহ কিন্তু তাদের দেয়া মায়নিজ এবং ঝাল মসলার পরিমাণ কম পরিমাণ টা বাড়াতে হবে,2.0
খাবার ভাল কিন্তু খুবই অল্প,3.0
খাবার ভাল কিন্তু গরম হলে আরও ভাল লাগত,5.0
খাবার ভাল কিন্তু পরিমান কম,4.0
খাবার ভাল ছিল কিন্তু সস্ খুব কম ছিল আমি গ্রিল অর্ডার করেছিলাম,1.0
খাবার ভাল ছিল না,1.0
খাবার ভাল ছিল বাট গ্রিলের সাথে সস দেয়নি,2.0
খাবার ভাল ছিলো,5.0
খাবার ভাল বাট খাবারের পরিমান অনেক কম,2.0
খাবার ভাল শুধু মাংস টায় চর্বি ছিল বেশি,4.0
খাবার ভালই লাগল কিন্তু দেরি করছে,4.0
খাবার ভালো,4.666666666666667
খাবার ভালো আলহামদুলিল্লাহ কিন্তু একটু ঠান্ডা,5.0
খাবার ভালো এবং পরিমাণও বেশ ছিলো তবে গোশতের পিস খুবই ছোট ছিলো এতগুলো রাইস দিয়ে খাওয়া কোনোভাবেই সম্ভব না,4.0
খাবার ভালো কিন্তু অনেক বেশি ঝাল সবাই এত ঝাল খেতে পারে নাদয়া করে ঝাল দিবেন না এত ঝাল এর পরিমান্ টা একটূ কমান,5.0
খাবার ভালো কিন্তু খাবার ঠান্ডা ছিলো,3.0
খাবার ভালো কিন্তু চিকেন স্পাইস সহ রাইসের সাথে মিক্সড করে প্যাক করে দিয়েছে,3.0
খাবার ভালো কিন্তু ডেলিভারি ম্যান খাবার খুলামেলা নিয়ে আসে যার কারণে ধুলা পরে যায়,5.0
খাবার ভালো কিন্তু ডেলিভারি ম্যানের ব্যবহার খারাপ,3.0
খাবার ভালো কিন্তু তাদের অর্ডারের সঙ্গে ন্যাপকিন দেয়া উচিত,4.0
খাবার ভালো কিন্তু প্যাকেজিং বাজে ভর্তা গুলো আলাদাভাবে না দিয়ে খিচুড়ির উপরে দিয়ে দিছে আর ভর্তা দেওয়ার কথা ছিলো তিনটা কিন্তুু আমি দুইদিন ই দুইটা পাইছি,2.0
খাবার ভালো ছিল,3.0
খাবার ভালো ছিল কিন্তু অর্ডার কনফার্ম করার দেড় ঘন্টা পরে ডেলিভারি পেয়েছি এই বিষয়টা হতাশাজনক,4.0
খাবার ভালো ছিল কিন্তু অর্ডার করেছিলাম বুটের ডাল দিয়ে দিয়েছেন মুগডাল মুগডালের স্বাদও ভালোই ছিল সো নো কমপ্লেইন,5.0
খাবার ভালো ছিল কিন্তু আমি ড্রিংকস পাইনি,3.0
খাবার ভালো ছিল কিন্তু টেস্ট মোটামুটি ভালো শেষে চলার মত,2.0
খাবার ভালো ছিল কিন্তু ডেলিভারি অনেক দেরি করছে,1.0
খাবার ভালো ছিল কিন্তু ডেলিভারিতে অনেক দেরি করেছে দেখায় ৩৫ মিনিট পর আসবে সেটা যদি ৫৫ মিনিটে আসে তাহলে তো সমস্যা,4.0
খাবার ভালো ছিল কিন্তু তেলের পরিমাণ অতিরিক্ত ছিল মুখে দেয়া যাচ্ছিল না,2.0
খাবার ভালো ছিল কিন্তু দাম অনেক বেশি ছিল,4.0
খাবার ভালো ছিল কিন্তু দুইটাই লেগ পিস দিছে এটলিস্ট একটা বুকের পিস দেওয়া উচিত ছিল হাফ গ্রিল নিয়েছিলাম,2.0
খাবার ভালো ছিল কিন্তু নামটা বেশিরেস্টুডেন্টের দাম এর সাথে মিল নাই,1.0
খাবার ভালো ছিল কিন্তু নাস্তাতে মুগ আর বুটের ডালের পরিমাণটা ছিল খুবই কম খাসির হাড্ডি না দিয়ে ডালটা একটু বাড়িয়ে দিলেই হয়!!,4.0
খাবার ভালো ছিল কিন্তু পরিমাণ ও মাংস খুব ই কম পরিমাণ এবং মাংস এর সাইজ টা একটু বড় করলে ভালো হয়,3.0
খাবার ভালো ছিল কিন্তু পরিমাণ কম ছিল আগেও খেয়েছি তার তুলনায় এখনকার পরিমান কম ছিল,3.0
খাবার ভালো ছিল কিন্তু পরিমাণে কম,4.0
খাবার ভালো ছিল কিন্তু ফাস্ট ফুড আইটেম হিসেবে sauge দিয়া উচিত তানাহলে খাবার মোটেও ভালো লাগে না তাই ভালো রান্না করে লাভ কি হোপ নেক্সট টাইম দিবেন,4.0
খাবার ভালো ছিল কিন্তু বিফ চইসালে পুরা হার মাংস নাই,1.0
খাবার ভালো ছিল কিন্তু মনে হল সব জিনিসের দাম একটু বেশি,1.0
খাবার ভালো ছিল কিন্তু মেনুতে ডিমের কথা লেখা আছে কিন্তু ডিম দিচ্ছে না,4.0
খাবার ভালো ছিল কিন্তু সাথে সালাত দেয়া দরকার,4.0
খাবার ভালো ছিল কিন্তু ২ ঘন্টা ১০ মিনিট পরে ডেলিভারি দিয়েছিল,2.0
খাবার ভালো ছিল তবে গতবার ড্রিংকস সহ অর্ডার দিলেও ড্রিংকস পাইনি,5.0
খাবার ভালো ছিল না অর্ডারের দুই ঘন্টা পরে খাবার ডেলিভারি দিয়েছে রেস্টুরেন্টের লোকদের ব্যবহার অত্যন্ত খারাপ এখানে খাবার অর্ডার না করাই ভালো,1.0
খাবার ভালো ছিল না বাসি দই দিয়েছে,1.0
খাবার ভালো ছিল নাহএকদম খাওয়া যায় নাই,1.0
খাবার ভালো ছিল রিকমেন্ডেড,5.0
খাবার ভালো ছিলকিন্তু রাইডার আমাকে ৫ টাকা কম দিছেপ্রথমে খেয়াল করি নাইপরে টাকা গোনার সময় দেখলাম,2.0
খাবার ভালো ছিলতবে নাচোসে চুল পেলামস্বাস্থ্যকর পরিবেশে মানসম্মত খাবার ডেলিভার করার জন্য তাদের প্রতি অনুরোধ জানাচ্ছিতাছাড়া খাবার নিয়ে অভিযোগ নেই,3.0
খাবার ভালো ছিলপরিমাণেও যথেষ্ট,4.0
খাবার ভালো ছিলো,4.285714285714286
খাবার ভালো ছিলো but রাইডার খুবই বাজে ছিলো একে তো খাবার আনার সময় খাবার প্যাকেটার মধ্যে ফেলাইছে লোকেশন ভুল বলে উনি মানুষের কাছে থেকে ৩০ থেকে ৪০ টাকা হাতাই নেই এটা ওনার রেগুলার ব্যবসা মনে হস্ছে,1.0
খাবার ভালো ছিলো অনেক তবে দাম একটু কম হলে ভালো হতো,5.0
খাবার ভালো ছিলো এবং রাইসের কোয়ান্টিটিও ভাল ছিলো কিন্তু গরুর কাচ্চির পিসটা একটু বেশিই ছোট এতগুলো রাইস দিয়ে খাওয়ার উপযুক্ত না,4.0
খাবার ভালো ছিলো কিন্তু আমার কাছে দাম বেশি মনে হয়েছে,4.0
খাবার ভালো ছিলো কিন্তু ছবিতে যেসব আইটেম দেখানো হয়েছে তার মধ্যে ১ টা আইটেম কম দেওয়া হয়েছে!,3.0
খাবার ভালো ছিলো কিন্তু পরিমানে কম ছিলো অনেক,5.0
খাবার ভালো ছিলো কিন্তু প্যাকেজিংের কারনে ঠান্ডা হয়ে গেসিলো,3.0
খাবার ভালো ছিলো কিন্তু রায়ডার এর বিহেব ভালো ছিলোনাখুবিই খারাপ লেগেছে তার বিহেভিয়ার,3.0
খাবার ভালো ছিলো কিন্তু ১ঘন্টা পর ডেলিভারি দিয়েছে,1.0
খাবার ভালো ছিলো তবে অর্ডার দেয়া হয়েছিলো বীফ খিচুড়ির জন্য উনারা বীফ বিরিয়ানি দিয়েছে,1.0
খাবার ভালো ছিলো তবে ডেলিভারি ম্যান বাসা পর্যন্ত আসে নাই রাস্তা থেকে পিক করা লেগেছে,3.0
খাবার ভালো ছিলো তবে ভাতের পরিমাণ কম ছিলো,4.0
খাবার ভালো ছিলো তবে ভ্যালু ফর মানি না ১৯০টাকা হিসেবে রাইসের পরিমাণ অনেক কম প্লিজ এই বিষয়টা একটু দেখবেন,3.0
খাবার ভালো ছিলো নাহ্,1.0
খাবার ভালো ছিলো ফ্রেশ ছিলো,5.0
খাবার ভালো ছিলো মাশাল্লাহ,5.0
খাবার ভালো ছিলো মেহমান প্রশংসা করেছেন,4.0
খাবার ভালো ছিলোকিন্তু মাংস নাই বললেই চলে,4.0
খাবার ভালো ছিলোনা,2.0
খাবার ভালো তবে খাবারের ছবি আপডেট করা প্রয়োজন,5.0
খাবার ভালো তবে ভাত অর্ডারে ছিলো সেটা দেয়নি আবার রাইডারও সময় নস্ট করতেছে মানে এনাদের আসলে কি মনে হয় আমাদের সময়ের কোনো দাম নাই তাই বোধয় কি একটা বাজে ব্যাপার,2.0
খাবার ভালো তবে রাইডার এর ব্যবহার এমন আশা করি নি কারন আগের যত অর্ডার করছি সব ডিলিভারি বয় এর ব্যবহার ভালো ছিল,2.0
খাবার ভালো না,1.0
খাবার ভালো না ঠান্ডা খাবার,1.0
খাবার ভালো পেয়েছি সব খবর এমন ভালো হবে আশাকরি,5.0
খাবার ভালো ফ্রেশ তবে খুব একটা টেস্ট না,4.0
খাবার ভালো ফ্রেশ রুটি একদম ফ্রেশ ডাল এর পরিমাণ আরেক্টু বাড়িয়ে দিলে ভালো হতো ডেলিভারি খুব দ্রুত ছিলো,5.0
খাবার ভালো লেগেছে,5.0
খাবার ভালো লেগেছেআলহামদুলিল্লাহ তবে তেল বেশিতেল কম দিলে আরো ভালো লাগতো,4.0
খাবার ভালোই ছিল পরিমাণ মতো ছিল,4.0
খাবার ভালোই ছিলো কম ছিলো,3.0
খাবার ভালোইরাইডার ভাইয়া বেশি ভালো,3.0
খাবার মজা কিন্তু একদমই ঠান্ডা ফুডপান্ডা আনতে আনতে প্রচুর দেরি করেছে পিজ্জার চিজ শক্ত হয়ে গেছে ততক্ষনে,3.0
খাবার মজা ছিলে সব ঠিক আছে কিন্তু রাইস টা আর একটু জুসি হলে ভালো হতো ওভারঅল সব ঠিক আছে,5.0
খাবার মজা ছিলো,4.0
খাবার মনে হয় তাদের গত কয়েক মাসের খাবার যখন রান্না করছে তখনি গরম থাকে তার পরে আর কখনো খাবার গরম করে না আমি নিয়ে ছিলাম অনেক আশা নিয়ে কিন্তু ঠান্ডা কারনে এত বাজে লেগেছে বলার মতো না,1.0
খাবার ময়লা এবং মাংসে চুল ছিলো মুখে দিলেই কিচ কিচ,3.0
খাবার মাঝে মাঝে খারাপ আসে যেমন আজকের খাবার পোড়া ছিল এবং স্বাদ খারাপ ছিল,1.0
খাবার মান ও স্বাদ ভাল আর চাওয়ামত্র ২টা আলুও দিছে,5.0
খাবার মান খুব খারাপ হয়ে যাচ্ছে কিছু খাবার খুব অরুচি লাগে অডার যেটা দিয়া হয় সেটা না দিয়ে অন্য টা দেয় ফ্রি তে দিলেও এর থেকে আর কিছু অডার দিব না,1.0
খাবার মান বা পরিমান ঠিক আছে কিন্তু খাবার একটুও গরম না,4.0
খাবার মান মোটামুটি তৈরি করতে সময় বেশি লাগায় যা বিরক্তিকর,2.0
খাবার মান সম্মত করা উচিৎ,2.0
খাবার মাশআল্লাহ খুব ভালো ছিলআপনারাও অর্ডার করতে পারেন নিশ্চিন্তে,5.0
খাবার মিসিং মিসম্যাচ এবং কম্বো প্যাকেজের পরিমাণ ও স্বাদ গুণগত মানের ছিল না,1.0
খাবার মুটামুটি ছিলো প্যাকেজিং ভালো ছিলো,4.0
খাবার মুটামুটি ভালই কিন্তু রাইডার বটপার c sanjib sarker এক্ট্রা ৫৫ টাকা বেশি নিতে চাচ্ছিলো ব্যাবহার অনেক খারাপ,3.0
খাবার মুটামুটি ভালো ছিল কিন্তু ডেলিভারি ৪৫ মিনিট এর যায়গায় ১৫ ঘন্টায় দিয়েছে এইটা খুব বাজে লেগেছে আর কুনু দিন ওর্ডার দিব বলে মনে হচ্ছে না,2.0
খাবার মোটামুটি চলে,5.0
খাবার মোটামুটি চলে কিন্তু তাদের দোকানে গিয়ে খাইলে ২১০২২০ ফুডপান্ডায় ২৫০ এই জিনিস বুঝলাম না,1.0
খাবার মোটামুটি ছিল কিন্তু অনেক অনেক সময় নষ্ট হয় আপনাদের অর্ডার দিলে ব্যাপারটা এখন রেগুলার হয়ে গেছে রাশেদ বাবুর্চির হাজীর বিরিয়ানি অর্ডার করলে আর কোন হাজী বিরিয়ানি থেকে ডেলিভারি দিয়ে দেয়,1.0
খাবার মোটামুটি থাকলেও তারা প্যাকেজের কোল্ড ড্রিংকস দেয়নি আর কোল্ড কফি থেকে বাজে গন্ধ আসছিলো,1.0
খাবার মোটামুটি ভালো,1.0
খাবার মোটামুটি ভালো কিন্তু পরিমাণে কম আর মাংসের থেকে চরবি বেশি,2.0
খাবার মোটামুটি ভালো ছিল কিন্তু ডেলিভারি করতে বেশি সময় লেগেছে তাই ঠান্ডা হয়ে গিয়েছিল এই ব্যাপারে ফুড পান্ডার ডেলিভারি আরো ভালো করা উচিত,3.0
খাবার মোটামুটি ভালো ছিল কিন্তু নান গুলা একদম ফালতু ছিল আর অর্ডার দেয়ার এক ঘণ্টা পরে ডেলিভারি ম্যান কে খাবার দিসিলো ডেলিভারির জন্য,1.0
খাবার মোটামুটি ভালো ছিলো কিন্তু মাঝেমধ্যে গোস্ত আবার মাঝেমধ্যে ভাত কিছু কম দেয়তা ছারা সব ভালোআবার মাঝেমধ্যে ভাত একটু ভিজা থাকে,3.0
খাবার মোটামুটি ভালোই কিন্তু কোন বিশেষ নির্দেশনা ওরা খেয়াল করে না,3.0
খাবার মোটামুটি মানের ছিল ২ টা কাচ্চির মধ্যে ১ টার মাংসের টুকরোটা পুরোটাই চর্বি আর হাড্ডি দিয়েছে এটা দেখে দেওয়া উচিৎ ছিল দাম হিসেবে খাবার এর মানের আরো উন্নতি করা প্রয়োজন,2.0
খাবার মোটামুটিকিন্তু পরিমাণে খুবই অল্প,4.0
খাবার মোটেও ভালো ছিল নাভালো খাবার না থাকলে আপনাদের ডেলিভারি বন্ধ রাখেন তাই বলে এমন বাজে খাবার দিয়েন না,1.0
খাবার মোটেও ভালো না আর আপনাদের ডেলিভারি বয় আমাদের থেকে ৭৫১৪ টাকা এর জন্য ৮০ টাকা নিছে ফালতু একটা রেস্টুরেন্ট,1.0
খাবার মোটেও ভালো হয় নি,1.0
খাবার যথেষ্ট খারাপ এবং এরা পচা বাঁশি খাবার দেয়,1.0
খাবার সুন্দর ছিলো কিন্তু পরিমাণ অল্প,3.0
খাবার সুস্বাদু এবং পরিমানেও বেশি ছিল ধন্যবাদ,5.0
খাবার সুস্বাদু এবং ভাল কিন্তু পরিবেশন ভাল নয় আরও গরম গরম ও ভাল মোড়কে সরবর,3.0
খাবার সুস্বাদু ছিল পরিমাণ ও যথেষ্ট ছিল দাম আরও কিছু কম হতে পারত তাহলে value for money বলা যেত,4.0
খাবার সুস্বাদু ছিল ২০০ টাকার ডিস্কাউন্ট থাকলেও খাবারের মান ও পরিমাণ কম হয়নি তবে বাসমতি ছাড়াও বাংলাদেশি পোলাও চালের অপশন থাকলে ভালো হত,5.0
খাবার স্বাদ একেবারেই জগণ্য গরুর মাংস নাকি অন্য কিছুর মাংসমাংসে টান মারলে রবাটের মত খুব বাজে১০০ মাজে ০০,1.0
খাবার ১০০১০০ই কিন্তু ডেলিভারিতে অনেক সময় লাগছে প্রায় ১ঃ৩০মিনিট,3.0
খাবারএ গন্ধ ছিলো আজকের টা,1.0
খাবারকম,3.0
খাবারগুলি ঠান্ডা ছিল,1.0
খাবারগুলো অনেক ভালো ছিল সাথে অনেক টেস্টিও ছিল,4.0
খাবারগুলো অসাধারণ তবে আমরা যে মিলগুলো অর্ডার করি মাংস বা মাছ তার মধ্যে ঝুলের পরিমাণটা একটু বাড়িয়ে দিলে বেশ ভালো হতো,5.0
খাবারগুলো আসলেই খুব সুন্দর ছিল আপনারাও ওর্ডার করে টেষ্ট করতে পারেন নিজস্ব মতামত,5.0
খাবারগুলো একদম বাজে ছিল,1.0
খাবারগুলো খুব মজার ছিল,5.0
খাবারগুলো সবই ঠিক ছিল পরিমাণ মতো,5.0
খাবারটা অনেক পচা বাজে ছিল এরকম খাবার আমরা আসা করিনি,1.0
খাবারটা অনেক বাজে গন্ধ করতেছিল আর বোরহানি নষ্ট হয়ে গেছে তাই আমাকে দেওয়া হয়েছে এমন করলে ফুডপানডাতে কোনো দিন আবার করব না আমি আমার টাকা ফেরত চাই,1.0
খাবারটা অনেক ভালো ছিল,5.0
খাবারটা অনেক মজার ছিল কিন্তু পরিমানটা অনেক কম পরিমাণ সামান্য বাড়ালে ভালো হত,5.0
খাবারটা অনেক সুস্বাদু ছিলো গরমও ছিলো শুধু পরিমানটা আর একটু বেশি দিলে ভালো হতো দাম অনুযায়ী খাবারের পরিমানটা কম ছিলো,3.0
খাবারটা আগেরদিনের ছিল গরম করে দিয়েছে this is not expected from burger express আর french fry টাও নরম হয়ে গেছিলো really disappointed from this order,1.0
খাবারটা আমার খুব ভালো লাগছে কিন্তু আমি বিরিয়ানির সাথে ফিরনি অর্ডার করেছিলাম কিন্তু ফিরনির পরিবর্তে আমার কাছে টক মিষ্টি দই চলে এসেছে কিন্তু দই টাও বেশ ভালো ছিল,5.0
খাবারটা আলহামদুলিল্লাহ ভালো ছিলো কোয়ান্টিটি খুবই জোস ছিলোএদিকে কোনো কমপ্লেইন নাইআশা করি আপ্নারা আমাদের মানা অব্যাহত রাখবেনশুভ কামনা,4.0
খাবারটা একটু ঠান্ডা ছিল কিন্তু স্বাদ অসাধারণ ছিল grill and nun package,5.0
খাবারটা একদম ই বাজে আমি আর কোনোদিন সর্মা অর্ডার করবোনা,1.0
খাবারটা একদম ফালতু ছিল,1.0
খাবারটা একদম ভালো ছিলো না খুব বাজে ছিলো সালাদ গুলো পচা গন্ধ বের হচ্ছিলো মানুষ এরকম হয় কেমনে এত বড় একটা রেস্টুরেন্টে এমন কাজ আশা করা যায় না,1.0
খাবারটা একদমই খারাপ ছিলো শুধু চিকেন ফ্রাইটা একটু ভালো লেগেছে প্যাকেজিং টা খুবই বাজে টাকা টাই নস্ট হলো,1.0
খাবারটা একদিন আগের ছিল তা দেখেই বুঝা যাচ্ছিল নতুন করে গরম করে দিয়েছিল খাবার থেকে বাজে একটা গন্ধ বের হচ্ছিল একদমই খেতে পারিনি আপনাদের কাছ থেকে এমন খাবার আশা করিনি,1.0
খাবারটা একেবারে খারাপ ছিল আগের স্বাদ এখন আর পাওয়া যাচ্ছে না সরগরমের কাচ্চিতে গোস্তটা ছিল খুবই ছোট এবং চালগুলো ছিল পুরনো,1.0
খাবারটা এতো খারাপ ছিলো কি আর বলবো বিরিয়ানি খেয়ে ৩দিন অসুস্থ ছিলাম আজ সুস্থ হয়ে রিভিউ দিলাম পুরা ফালতু একটা খাবার ছিলোএক দিন তাদের রেস্টুরেন্টে খেয়েছি তখন খাবার খারাপ ছিলি আর এখন খারাপ পেলাম?,1.0
খাবারটা খুব ভালো ছিল,5.0
খাবারটা খুব ভালো ছিলহাজী বিরিয়ানি থেকে অনেক ভালোকিন্তু সাথে সালাদ দেয় নায়!,4.0
খাবারটা খুবই বাজে ছিল,1.0
খাবারটা খুবই বাজে ছিল এবং পরিমাণে খুবই কম দিছে এবং দুইটা জায়গায় একটা দিছেএর মত বাজে রেস্টুরেন্ট ইতিহাসে মনে হয় না আর হইবে,1.0
খাবারটা জাস্ট অসাধারণ ছিল,5.0
খাবারটা ঠানডা ছিল আর চালগুলোতে পোলাওয়ের কোন ঘ্রান ছিল না এমন বাজে বিরীয়ানি হয়ত জীবনের প্রথম খেলাম,1.0
খাবারটা ঠান্ডা ছিল,2.0
খাবারটা ঠান্ডা ছিল বাকি সব ঠিক ছিল,4.0
খাবারটা নষ্ট হয়ে গেছিল গন্ধ বেরোচ্ছিল এছাড়া আর কোন অভিযোগই নাই,1.0
খাবারটা পারফেক্ট ছিল কিন্তু ডেলিভারিটা লেটে পাইছিলাম,5.0
খাবারটা বলছিলাম গরম আর ফ্রেশ দিতে কি দিলেন এসব?,1.0
খাবারটা বেসি ভালো লাগেনায় দাম অনুযায়ী খাবারের মান ভালোনা,3.0
খাবারটা ভাল লাগছে সরিষা ইলিশটা টেষ্টি ছিল আরও বেশি ভাল লাগছে খাবার গুলো সব বাটিতে পার্সেল করেছে ওনারা,5.0
খাবারটা ভালো কিন্তু যা অর্ডার করলাম তার উল্টোটাই পাইছি,1.0
খাবারটা ভালো ছিল না সেদিন খাবার নিয়েছিলাম খালি হাড্ডি খাবারের ভিতরে,5.0
খাবারটা ভালো ছিলো,3.5
খাবারটা মজার ছিল,5.0
খাবারটা মজার তবে দাম এর দিক থেকে পরিমাণ খুবই খুবই কম ছিলো,2.0
খাবারটা মোটামুটি ছিল সাথে কোক missing সালাত দেয় নাই ঠিকমতো আলো ও দেওয়া হয় নাই,1.0
খাবারটা যে আপনারা দিয়েছেন তার প্রমান কি? রাস্তার পাড়ের ভ্যান গাড়ি থেকে কিনে দিয়েছেন? খাবারের মান সেরকমই আগে অনেকবার প্রতিবারই আমি ৫ স্টার দিয়েছি এবার ১ স্টার দিলাম খাবারটি ২য় বার ভেজে দেওয়া,1.0
খাবারটা যেমন আশা করেছিলাম তেমন হয়নিনেক্সট টাইম প্লিজ কোয়ালিটির দিকে নজর দিবেন,1.0
খাবারটা সত্যি অনেক ভালো সবকিছু ঠিক ছিল,5.0
খাবারটা হালকা বাসি মনে হয়েছিল,2.0
খাবারটাকে পুরে ফেলছিল,1.0
খাবারটি অনেক ঠান্ডা ছিল,1.0
খাবারটি অনেক মজার ছিল,5.0
খাবারটি অনেক সুন্দর ছিল ব্যবসায়িক উন্নতি কামনা করছি,5.0
খাবারটি অনেক সুস্বাদু ছিল,5.0
খাবারটি অনেক সুস্বাদু ছিলো,5.0
খাবারটি অসাধারণ ছিল বিশেষ করে সসটা বেশি ছিল আর সেটাই আমার সবচেয়ে ভালো লেগেছে,5.0
খাবারটি খুব ভাল ছিল,5.0
খাবারটি খুবই বাজে ছিলো আমার মনে হয়েছে বাশি খাবার,1.0
